movie_id,title,tags
1452,Superman Returns,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel. Adventure Fantasy Action ScienceFiction savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor BrandonRouth KevinSpacey KateBosworth JamesMarsden ParkerPosey FrankLangella SamHuntington EvaMarieSaint MarlonBrando KalPenn TristanLakeLeabu DavidFabrizio IanRoberts VincentStone JackLarson NoelNeill KeeganJoyce JordanaBeatty BryanSinger"
10764,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined. Adventure Action Thriller Crime killing undercover secretagent britishsecretservice DanielCraig OlgaKurylenko MathieuAmalric JudiDench GiancarloGiannini GemmaArterton JeffreyWright DavidHarbour JesperChristensen AnatoleTaubman RoryKinnear TimPigott-Smith JoaquínCosio GlennFoster PaulRitter StanaKatic LucreziaLantedellaRovere NeilJackson OonaChaplin RachelMcDowall GustavoNanez MarkWakeling SarahHadland DavidDecio AaronKing AlexandraPrusa BrandonJovanovich AlexandreKrawetz FernandoGuillénCuervo JesúsOchoa SimonKassianides BrendanO'Hea MarcForster"
58,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation. Adventure Fantasy Action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger JohnnyDepp OrlandoBloom KeiraKnightley StellanSkarsgård BillNighy JackDavenport KevinMcNally JonathanPryce LeeArenberg MackenzieCrook TomHollander NaomieHarris DavidBailie MartinKlebba DavidSchofield AlexNorton GeoffreyRush DermotKeaney AndyBeckwith CliveAshborn ReggieLee ChristopherAdamson JonathanLinsley JohnBoswall MaxBaker SteveSpeirs LaurenMaher VanessaBranch LukedeWoolfson JonathanKite Ho-KwanTse PeterDonaldBadalamentiII ChristopherS.Capp GoreVerbinski"
57201,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice. Action Adventure Western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto JohnnyDepp ArmieHammer WilliamFichtner HelenaBonhamCarter JamesBadgeDale TomWilkinson RuthWilson BarryPepper JamesFrain MasonCook MattO'Leary LeonRippy HarryTreadaway DamonHerriman W.EarlBrown GilBirmingham SaginawGrant StephenBrodie MatthewPage NickW.Nicholson BryantPrince JDCullum JoaquínCosio TimothyV.Murphy DamonCarney KevinWiggins ChadBrummett RobertBaker LewTemple StephenRoot RandyOglesby BradGreenquist RanceHoward LeonardEarlHowze TravisHammer SteveCorona JackAxelrod ChristopherHagen FredaFohShen MargaretBowman LuzP.Mendez LainaLoucks DevonJ.Adams DesiraeAnslover CharlotteCormier MeganPribyl BrianaVanSchuyver JulieStracener ChadRandall JasonE.Hill BethBailey JoanneCamp BobRumnock TaitFletcher AlexKnight ArgosMacCallum PokeyLafarge JoeyGlynn AdamHoskins RyanKoenig GoreVerbinski"
49521,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind. Action Adventure Fantasy ScienceFiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse HenryCavill AmyAdams MichaelShannon KevinCostner DianeLane RussellCrowe LaurenceFishburne AntjeTraue ChristopherMeloni JadinGould TahmohPenikett AyeletZurer RichardSchiff DylanSprayberry MichaelKelly CarlaGugino RichardCetrone MackenzieGray JulianRichings MaryBlack SamanthaJo RebeccaBuller ChristinaWren DavidLewis DougAbrahams BradKelly AlessandroJuliani JackFoley RobertGerdisch HarryLennix JacquelineScislowski SeanCampbell RajLal ZackSnyder"
2454,The Chronicles of Narnia: Prince Caspian,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir. Adventure Family Fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld BenBarnes WilliamMoseley AnnaPopplewell SkandarKeynes GeorgieHenley SergioCastellitto AliciaBorrachero PeterDinklage WarwickDavis VincentGrass PierfrancescoFavino DamiánAlcázar SimónAndreu PredragBjelac ShaneRangi CornellJohn LiamNeeson KenStott TildaSwinton EddieIzzard KláraIssová AndrewAdamson"
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins! ScienceFiction Action Adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse RobertDowneyJr. ChrisEvans MarkRuffalo ChrisHemsworth ScarlettJohansson JeremyRenner TomHiddleston ClarkGregg CobieSmulders StellanSkarsgård SamuelL.Jackson GwynethPaltrow PaulBettany JennyAgutter WalterPerez PowersBoothe StanLee ArthurDarbinyan DonaldLi AshleyJohnson HarryDeanStanton AliciaSixtos DieterRiesle JamieMcShane JeffWolfe JerzySkolimowski MaximilianoHernández AlexisDenisof JamesEckhouse EnverGjokaj DamionPoitier TinaBenko KirillNikiforov M'laahKaurSingh RashmiRustagi WarrenKole JesseGarcia KennethTigar JoshCowdery KatsumiKomatsu YumikoKomatsu MomokoKomatsu RobertClohessy FernandaToker AndreaVecchio RobinSwoboda BrentMcGee MichaelZhang William-ChristopherStephens KelleyRobins RomyRosemont PatKiernan ThomasRoberts JillianMorgese CatherineAnderson RicardoAndres LoganBennett MayankBhatter SharitaBone JasonBotsford MaryKateCampbell GeneN.Chavez LaylaCushman RobertDean RickDremann JeffreyFeingold LouFerrigno RodFielder EricFrank IsraelHall CarmenDeeHarris AlexanderChristopherJones MikeKarban DemoineKinney AndrewKnode AnnetteLawless KimberlyJ.Mahoney ToddManes JorgeMardel TiffanySanderMcKenzie MichaelMcMillan SeanMeehan JotiNagra HollyNeelie CalebDanielNoal JosephO'Brien JeremyOrr NatePaige MartinPalmer MariaPerossa CalebPieplow AlexanderDanielPimentel FrankPowers JaimePowers BrentReichert KellyRuble GinaSarno RobertB.SchneiderIV JeffSeich ChristinaShaffer AlondaShevette DouglasSlygh ColinStrause RobertP.Thitoff GeorgeThomas ShaneThompson JerryLeeTucker TaiUrban ChrisVaina SandraWeston SethZielicke AlexDeCourville DebbieScaletta Andrea-NicholeOlivas TinaGrimm JossWhedon"
1865,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past. Adventure Action Fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d JohnnyDepp PenélopeCruz IanMcShane KevinMcNally GeoffreyRush SamClaflin AstridBergès-Frisbey StephenGraham GregEllis DamianO'Hare ÓscarJaenada RichardGriffiths KeithRichards GemmaWard JudiDench IanMercer RobbieKay ChristopherFairbank YukiMatsuzaki SteveEvets BronsonWebb DerekMears DeobiaOparei SebastianArmesto AntonLesser RogerAllam PaulBazely RichardThomson DannyLeBoyer AlanJ.Utley-Moore LukeRoberts EmiliaJones SanyaHughes LeJon SiegfriedPeters RobMarshall"
41154,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind. Action Comedy ScienceFiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory WillSmith TommyLeeJones JoshBrolin MichaelStuhlbarg EmmaThompson JemaineClement NicoleScherzinger AliceEve BillHader MichaelChernus DavidRasche KeoneYoung CayenMartin MikeColter MelaHudson WillArnett KelvinDavis DanBittner BarrySonnenfeld"
122917,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands. Action Adventure Fantasy corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery MartinFreeman IanMcKellen RichardArmitage KenStott GrahamMcTavish WilliamKircher JamesNesbitt StephenHunter DeanO'Gorman AidanTurner JohnCallen PeterHambleton JedBrophy MarkHadlow AdamBrown OrlandoBloom EvangelineLilly LeePace CateBlanchett HugoWeaving ChristopherLee IanHolm MikaelPersbrandt SylvesterMcCoy LukeEvans StephenFry JohnBell RyanGage PeggyNesbitt MaryNesbitt ManuBennett JohnTui BillyConnolly BenedictCumberbatch KellyKilgour SarahPeirse NickBlake SimonLondon ConanStevens AllanSmith MirandaHarcourt ThomasinMcKenzie PeterJackson"
1930,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero. Action Adventure Fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger AndrewGarfield EmmaStone RhysIfans DenisLeary CampbellScott IrrfanKhan MartinSheen SallyField MaxCharles ChrisZylka EmbethDavidtz LeifGantvoort HannahMarks KelseyAsbille C.ThomasHowell StanLee MichaelMassee MichaelPapajohn KariColeman CharlieDePew SkylerGisondo JacobRodier JakeKeiffer KevinMcCorkle BarbaraEveHarris DanielleBurgio MichaelBarra AndyPessoa AndyGladbach RingHendricks-Tellefsen TomWaite KeithCampbell SteveDeCastro JamesChen AlexanderBedria JohnBurke JillFlint MarkDaugherty MiltonGonzález VincentLaresca DamienLemon TyUpshaw TiaTexada JayCaputo TerryBozeman JenniferLyons AmberStevens ZoeyDeutch JodyCosgrove-Kao MaxBogner EthanCohn MilesElliot MirandaLaDawnHill AmandaMacDonald MauryMorgan AmyNovondo KristinQuick MarcWebb"
